	sentiment	content 
21440	worry	@clicktokill scared what I may think of myself 2 yrs later, looking at the pix
21441	empty	@ElvisHsiao Twitter doesn't have photo support built in, but I welcome you to try my website http://woo.sh to share the photos
21442	sadness	had my first day at work and im not excited about the lay out of the place and where everything is.. o well its a job
21443	relief	watching Please Twins.  gonna make some Iced Tea :-bd
21444	enthusiasm	@Moanikeala you outta follow zipz for discounts and updates
21445	fun	@mswilliamsmusic awww shooks  now im gon be all overprotective just incase you start cybercheatin on me lol
21446	neutral	@Jas_Mean WHERE?
21447	neutral	@dudboi Well there's nothing to do but to keep swimming. You'll get there eventually
21448	neutral	@chinkeykeekai Ummm ... have you looked on your head?
21449	neutral	Bom dia  Rembrandt Impact Basin on Mercury - http://antwrp.gsfc.nasa.gov/apod/ap090504.html
21450	surprise	Finally welcoming new #followers: @syedbalkhi, @knowem, @avilan, @jkneen, @webfusion5 &amp; @jonathanengalla. Tweet on!
21452	neutral	@unreal_g: I`ve been sneezing and felt like a train-wreck for the last two weeks myself. But it`s not piggystuff.  So we`re good then.
21453	neutral	@ShutterBetty Could get @JamesBeston to do the honours?
21454	relief	@LucyKD DSi is the latest Nintendo DS with 2 cameras + stuff built in. We are a Gadget house. Luckily I get my blackberrys free from work
21455	fun	@mileycyrus http://twitpic.com/4fzo7 - When you'll come in Bulgaria??? You have a great fans here!
21456	neutral	@rosehwang Thanks
21458	happiness	@AnGee10 @malennaa yess... it's awesomee.. and u can follow ur love molly hahah....  now u can chat with us here!
21460	neutral	@spontaneo is there ANYTHING good about our country?
21462	surprise	@lolmonsters lol that's great  For you.
21463	worry	@mashable Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!  http://tr.im/kpc1 @tweetstats
21466	neutral	@JohannaBD so I've organised a day of indulgence &amp; luxury for her. A pamper day  fingers crossed she likes the surprise..
21467	worry	Lookin for work via online, watchin ShayCarl's latest vlog entry on youtube and textin a lady friend.  My beds calling my name though..
21468	worry	@News3David    can I get in on this?! @Cherynstone  3 way call !!
21469	neutral	@mattsmithson no wonder your running son....
21470	neutral	Answering email questions for Art of Photography Show. Yes-I actually reply.  http://www.artofphotographyshow.com Entry deadline May 22nd
21471	neutral	????? http://is.gd/wxMt . ??????? ???  and may the source be with you
21472	sadness	well...gotta grab at least an hour and a half sleep before the girl's get up for school...gawd the life of multi-taskin'  night/mornin'
21473	love	@lilmomz Just been in that kind of mood, not reason at all. Lol, but I'll try not to be too mushy around you!  I can behave!
21474	neutral	Godawful hangover today. Worth it tho
21475	happiness	@ksidney wolverine was GREAT!!!  a must see
21476	neutral	@Gailporter congrats! You're the first person i've heard/read say that today
21477	enthusiasm	@billingtonart Gone have my ears on it when I am at home ..plenty of painting for you as well
21479	happiness	@kiki_miacherry morning kik enjoy your breakfast
21480	surprise	@tdobson: Didn't need the shipping forecast we're inland
21481	love	@AndrewHansen1 Thanks Andrew! It hasn't yet been published, but looking forward to it
21482	neutral	any legal studies/law students out there twitter? would love a couple of references to cases inolving bias juries, jury nullification etc
21483	sadness	no school today gd  but dont get to see mates n millsy x
21484	worry	@grooveshark I'm having elevated error rates... StreamKeys not found, and then connection problems. Server migration isn't easy, huh  ?
21485	happiness	@Steph_Atticus Thank you
21486	worry	Remind me to get out &amp; take a pic of my blooming clematis before the wind storm tomorrow.
21487	neutral	Vote Goal 10, help me win goal of the month  http://tinyurl.com/dlrcqk
21488	sadness	@BJ111 by the way, it's INconvenient...
21489	happiness	on my way home from school  lol in my car and so tired!
21491	love	gonna knit a felted heart toy for mum for Mothers Day. she's so great (not really) she loves anything i give her  luv ya mummy
21492	relief	done with the exams. oh my. such a nerve-wracking experience! passed it, though.
21494	sadness	@NCLUSA Sorry to disappoint. Not a big Nascar fan but I'm still an all-around decent redneck other than that.
21495	worry	Back to work today but I don't even mind.
21496	love	Yah! Feeling better and had a beaut day - Sophie razzing it at the skateboard park (at all of 3 yrs) and Charli happy at school
21497	neutral	@maaaarit I'm on msn now
21498	relief	@fairuzrani hehehe hello!!! how are you? good to see you on twitter!!
21499	sadness	is tired on her friendster account.
21500	happiness	*yaaaawwwwnnnn* thx to bank holiday... let's see what today has prepared for us...
21501	neutral	@dpbrown the old blue G4 is too slow to code on nowadays, I have a laptop I've borrowed from work ++ lets me lounge while I browse
21502	happiness	THE best job in the world &amp; yes its in Australia  http://tinyurl.com/clxl4l
21503	happiness	Shopping, grandparents, dinner with the bf  woop
21504	happiness	New Project is going incredibly well! and I'm not tired today  I think we should get all Monday's off. Permanently.
21506	happiness	big shout out to all my home girls you know who you are
21507	love	@da_bear i like you
21508	fun	@lexikitty hahaha yes yes, of course  i look after them when you and jack need alone time ;D
21509	empty	@TAG69 who wouldnt?
21510	relief	@markyboosh had to many weirdos on the other one
21511	happiness	11 days till county raly  i had 2 tak 3 from 14 it took me a while
21512	worry	Feeling considerably better after 13 hours sleep  still not right though...
21514	surprise	@japmap2009 Oh, I is dubbed Breesaholic Insomniac #2  *feels special* oh! must add third Angel drink to post
21515	neutral	@Lilith_92 yeah im okayy lots been happening while you not been here !! anyone special at the moment ? xx
21518	fun	@tommcfly haha that was good, slightly geeky but funny  x
21519	neutral	If all goes according to plan, you CSE RFID guinea pigs should have a bitchin FF extension to play with by the end of this week
21520	worry	english p1 done.  i refuse to countdown, it makes me sad. off to shower and take a nap...
21521	empty	@Jessthemediocre...living in my studio, sounds very important ;) oh Mildura is totally boring!! Mhhh...whatever!  byeeee
21522	neutral	@BastetAsshur i agree.
21524	neutral	@nm tweets are postcards, butless easily retrievable than archived email saved on my machine.
21525	neutral	@thorney1 I forget, are you in Edinburgh? Check out EdinburghAC.org.uk
21526	worry	@ayeashleigh good. yeah i am fine thanks. just dreading history tomorrow, not in the mood for hyperactive 20 year olds lmao
21527	neutral	@SwissTwist jip i have a good one
21528	fun	Yogurting. Home from lady Mona's, on the fone w no song from Yoplait. Lookin forward to hrs w @QisWalker tmorrow &amp; rehearsals  Gnight all!
21529	happiness	is so excited for this summer... Steve Winwood and Eric Clapton, Eagles of Death Metal, and ahhh the Dead Weather
21530	love	@MissJia *kiss kiss* stu deezy off to bed to have sweet dreams of you ma'am  hehe xxoxo
21531	neutral	apple fritters are like the perfect after food...don't you think?
21532	sadness	no eggs today ... shame was looking forward to a egg and bacon sandwich
21535	surprise	Trying to save money for an iPod touch!
21537	neutral	another bank holiday out of the office
21538	love	@bill_archie Haha it's ok. Glad everything's good. Happy always! Woohoo!
21539	enthusiasm	@marcoflores You're welcome!  How much longer until it's colored in?
21540	neutral	does anyone know how to move google chrome passwords to firefox?
21541	relief	is back at working auditing away, time to make the hard decisions and be happy
21542	neutral	@elizabethlai This is my mini collection of Star Wars figurines in the office.  @allysont http://twitpic.com/4j29b - what's this?
21543	neutral	Next song to be axed by me Ombra mai fï¿½ -ï¿½ Largo ï¿½ Hï¿½ndel
21545	happiness	houstatlantavegas, sooner than later, nov. 18th, a night off, successful . over and over for the last 2837 hours - heavennn
21546	love	Right now on my Justin.tv channel: 10 weeks until my gf has a newborn  www.justin.tv/kubbur?20
21547	sadness	@andypiper I have not been aquired... It's just a new oppertunity. Sorry if they don't support mac. I won't tell more
21548	happiness	Watched Coraline last night. It was really good. The animation was excellent and the creativity was inspirational.
21549	happiness	Didn't get bitten by a rabies infested person last night  yay for me! Gonna scare Rachel with Quarantine tonight, this shall be fun
21550	neutral	@DonniesCupcake I will tweet you sometime tomorrow, anothe busy day! Goodnight Hooker Chickie! LOL!
21552	fun	@jackoolz anywhere!!! i don't mind...as long as i'm superman and there's good music...all is sweet
21553	happiness	Now i've got 3 new frens-frm Germany,Mexico n France  havin dinner 2gather 2nite.
21554	neutral	http://twitpic.com/4jalj - Morning world. #healthyliving update. Weight this morning 82.1kg (12st 12lbs) Going in right direction
21555	happiness	will deplurk too. buhbyeee  http://plurk.com/p/rp3ir
21556	surprise	@whodeani Some place where you have to be all boring? UGGGGGG
21557	love	@ladyzae WOW.How sweet!
21558	happiness	Home from Disney...best time in a long time...howl at the moon tonight for GBA and then BHB Tuesday  oh drummer boy  niiight
21560	surprise	@Zanna85 Bill can take me to Fangtasia and hit this shot anytime! &quot;Roads, where we're going we don't need roads.&quot; LOVE that part!
21561	happiness	// happy Star Wars Day everyone, May the 4th be with you
21563	empty	@CyranDorman OK  Just a thought that occured to me...
21564	neutral	@darrensoh yup, studying. At least I'm trying to. Trying to let the stuff I read enter my brain permanently.
21565	neutral	its Monday and all is good
21566	neutral	Well if you actually went and got your drivers license you wouldn't have to worry about the bus being shit, haha.
21567	love	oh it's #musicmonday  How about a love story/viva la vida mix: http://tinyurl.com/dyvzsa
21568	neutral	there it is. postieeee  http://andshehopes.blogspot.com/2009/05/kewpie.html
21569	enthusiasm	is trying to help save the earth. Let's plant more trees.
21571	neutral	@mac40007001 you're welcome
21572	neutral	@zekemurphy Webmail is your friend...
21573	neutral	will be back later.  http://plurk.com/p/rp3k7
21574	love	@SarahAMurdoch loved you in head over heels! One of my fave movies! you looked stunning last night
21575	neutral	Gnight shar   &lt;(' '&lt;)Vega(&gt;' ')&gt;
21577	neutral	@KunalSheth it will get over on 8th. subjects remaining are power generation operation and control &amp; distribution system automation
21580	happiness	@aussiemcflyfan i hope so  I KNOW WOO! haha 2 times  it was exciting lol
21581	happiness	@AmyatQ13 @borborigma I agree about the redesigned Q13 site! Looks great on computer &amp; phone.
21582	enthusiasm	@Ah_Lex_Ah hey alexa, you heard right  looking forward to causing some mischief on friday!!
21583	neutral	In bed with 2 girls
21585	enthusiasm	@LeesaLily oh ok thanks
21586	neutral	@picalili  HERE HERE!!!   xxx
21587	neutral	IDIOTat)tove_liden Th*nks for the follow Tove!  (ddoodm) #IDIOT
21588	happiness	@DeepaPrabhu Thanks and thanks
21589	neutral	Someone in UNITED STATES liked Eleminis http://tinyurl.com/dhlq5t
21590	neutral	wants everyone to know he's off to watch Cypher... again
21591	neutral	Shower day.
21592	love	going to sleep with my baby
21594	fun	my brain is gonna explode, a minute from now ) it is full of numbers @-) this should be the cliiimb. :-j i'm climbing the: mt. numbers.
21595	surprise	Having to write a real looking paper letter. Not done one of those for a very long time. Sad really.
21596	happiness	new golf VI TSi 160HP is fast!
21597	neutral	Digiqom welcomed new team members in the company today
21599	worry	@McflyMadEmma Little Louisa is number 3 trying to get number one!  XX
21602	neutral	May the 4th be with you all
21605	neutral	Actually I've been in here, holed up quite nicely, for hours. This is one of those times I regret never having married or gotten a cat
21606	hate	@LiliCosic i'm good-making a list of things to do today.I have a week off in a few days,I dont want to be doing these chores things then!
21607	neutral	@inkophile I have weekends like that too - almost always at the end of &quot;one of those weeks&quot;!
21608	neutral	@rmolden Yes, maybe, but for today, I write
21609	worry	@SupaStarCity hahah i sowwie hun  whats up thoe ?
21610	neutral	@Shez wishing you were here too babe.. we'd have a ball
21611	neutral	?and make your own pledge while you're at it!
21612	fun	@littletiara aha i bet they are cute,should we wear our nu **at  the same time so  i cn show you mine,u cn show me yours
21613	worry	@TomFelton hope you have a good flight
21614	fun	@BenFordham Thats Not a Golf Buggy LOL it's a Australia Zoo Buggy The staff use it to get around and give certain patrons a life
21615	worry	@TiaSparkles  Yeah, I should at least try myself.  Have a good night &amp; visit with the Chiro tmrw!
21616	happiness	oh, it's @andremichelle 's birthday! happy birthday andre michelle
21617	neutral	I'm new to Twitter &amp; I'm trying to work out how to use this program..
21618	happiness	@sunrisesister yeah, so quick! And I'm using the 5mm addi's I bought on Sat and it makes it even smoother
21619	relief	@cherrylipstain hello nikki! i just ended my exams 2 hours ago!  how abt u?
21620	neutral	is watching neighbours!
21622	neutral	I am having a pretty good time at work talking shit with one on  the gymnastics gils
21623	neutral	@moanasaves right.
21624	sadness	@krisreyes here btw, this is not a bot
21626	worry	hope's she see her bestie today
21627	neutral	@ElvisHsiao You can go to www.TwitPic.com and log in with your Twitter details to add pics
21628	happiness	Happy Star Wars Day  May the fourth be with you!
21630	fun	@dangriffey In France it was last Friday and also the coming one, we are working
21631	love	MY AUNTIE FROM QUEENSLAND IS DOWN TO STAY THE NIGHT! YAYA.
21632	happiness	Hehe, @stereogum in @brooklynvegan sta se malce preve? vï¿½ivela v v?erajï¿½nji Dark was the night koncert  No, ob takem lineupu...
21633	relief	Bank Holiday Bliss - Jeremy Kyle, without even bothering the Sky+
21634	neutral	@Taryll sweet dreams
21635	neutral	i actually really liked Merlin last night. some parts were a bit eh, but the part where that chick was singing was like whoa.
21636	neutral	@TomFelton Safe flight home to you and Jade   XX
21637	happiness	@imeldalaura it's a woodchipper &amp; it's gonna top off the weekend just nicely
21639	neutral	@Atomik re: the job ... still waiting my friend. Thanks for asking  * I just need a little ... ;) * ? http://blip.fm/~5jehr
21641	worry	Well... I hate to leave.... but I must sleep! G'night y'all and hope to chat later!  Enjoy my li'l night owls!
21642	surprise	Making a birthday song to a special person!!
21643	surprise	@officialTila wow... that was very sexy
21644	hate	They are unloading a Leopard Tank just next to my office window. Hope I didn't piss off anyone
21645	worry	@bellelumiere So I could just do my own thing without having to live up to any expectations
21646	neutral	@NolaxE I follow u lol
21647	love	Ohh grandpas.. Stable.. Won't kno all details til tomorrow when I visit... Keep him me and my fam in ur prayers..thank you  ... Goodnite
21649	neutral	@AndyBradbury - mostley yellow and green
21650	relief	@nnaa the rain was pretty nice. I only have 150 meters of cobbles on my way here
21652	neutral	@DJCRS will do hun. Yes yes.
21653	worry	where is the rain please come out
21655	happiness	@tommcfly i am glad cos u wouldnt lose me as a fan anyway  i get to see you guys on saturday evening at leicester  it better be good!
21656	worry	is planning for surviving financial status after quitting my job, gotta find a new job within 4 months
21657	neutral	http://tinyurl.com/d6smh5 my painthing
21658	happiness	@Wildchickendew muhahaha you've joined the tweet cult... lol heya  btw twitterific is a good iphone app i use
21659	worry	@angela_lyle Okay, und was ist mit Deinem Auto?
21660	happiness	is eating chocolate ready break
21661	love	@tothetech  welcome
21662	happiness	@mkasper22 Thank you
21663	happiness	@PhilLHerold Thank you
21665	happiness	YAHOO! volleyball, hiking, eating a fish eye, witnessing, sleeping on the beach, jumping rocks, &amp; hanging where Jurassic Park was filmed!
21666	surprise	@CarterRonson It's going at 11 am here.. I'm overseas  y u up so early tho
21667	fun	@neilhimself Look at all this feedback!  You should do it more often, seriously  The crazier the topic, the better.
21668	worry	@comedyqueen dont make plans mite go out tho if i can b bothered 2 get out ma pjs!
21669	relief	Going to sleep with Horton.  Goodnight, Twitterverse &lt;3
21670	happiness	@ElvisHsiao  The website I'm developing - http://woo.sh lets you also share Videos, documents, maps and events - Later music too
21671	love	has the greatest friends in the entire world
21672	worry	I feel like an M&amp;M McFlurry  mmm... But I won't get one coz I need to look good for when I go to the States!!! 7 weeks 2 go aaaaahhhh!!!
21673	happiness	@RobKardashian Hey fellow Trojan..congrats on graduation.
21676	happiness	wheelchair fitting today for mall buzzing &amp; Home Depot. &quot;Homebound&quot; just got REAL old  Goal: taxi yellow or electric RED!
21677	surprise	@sarahjpin ha! you're right...I know you're right.
21678	neutral	Back from hospital, now at work... later studio time
21679	neutral	editing something in photoshoot  NILEY
21680	love	@calilewis Just saw you on TV for the Best Job in the World. Good luck.
21681	happiness	Java Concurrency in Practice is probably the best Java book I've ever bought. There's a recipe in there for interrupting blocking IO ops
21682	love	The Skimchamp Taxi Service!  best in the land!
21684	neutral	Here comes the sun, here comes the sun, and I say it's all right
21685	happiness	@uyaerdna thanks
21686	love	@NLTonline please dont change anything in your site. I love it.. will always love it even if.. so, please? pretty please?
21687	happiness	study all day.  just finished my care plan.  hungry as hell!  ima go treat myself with a burrito, for a good days work
21688	happiness	@LineHara Youuuu're an aaass  my aaass loooool
21689	love	@hollabec Your hair is MY matt ball  &lt;3
21690	neutral	http://xkcd.com/577/ - today's xkcd  Looking forward to daily updates this week!
21691	love	writing an email to my new host sister
21692	neutral	gonna have a lazy day today
21693	sadness	Can't sleep but is happy that the Fugees are keeping him company
21694	surprise	having my brecky. Good Morning  x
21695	worry	In regard to knowledge, I am like the little robot in the movie &quot;Short Circuit.&quot; I am always crying out: &quot;Imput! Imput!&quot;
21697	happiness	@chocolatesuze yes yes you should! Especially with wine and mushrooms!! Ummm I love mushies
21698	love	Special mention for the new Mean Girl @LemonsAreSour... welcome her! &amp; if you're not already, FOLLOW HER!! Night
21700	happiness	@mariaandros guns and roses baby! yay!  was hopin you would blip.fm it
21701	empty	@guybatty Hehe! It is nice down there
21703	surprise	Cinema tonight  it is half the price on Monday ;)
21704	neutral	@jadoon88 @imhassan ROFLMAO for the funny web portal  =D
21705	happiness	bali!! can wait for it
21706	happiness	eating my tito's home made ice cream  yum!
21707	neutral	@kasey79 I got it
21708	surprise	@Brittanya69 you are so sexy mama!
21709	neutral	Hunger settled, now, tis sleepytime
21710	happiness	@RobTSmith Good morning to you as well Rob, have a great day
21711	happiness	humm.... I adore Mark #hoppusday ,so I'm just going to throw it out there #hoppusday....... have a nice #hoppusday people!!
21712	neutral	2pm today is Quiz Time at the Goat! Game shows to play and prizes to be won! Plus 'Toss Off Tommy' for free drinks! Today from 2! x
21713	happiness	@MXYZ_ I don't see how there could possibly be another choice.
21714	worry	@ljs777 for the most part, not enough space on one drive to properly defrag, nowhere else to put stuff, but yeah, reassembled
21716	happiness	@BreakfastNews ETS (Endoscopic thoracic sympathectomy) is an invaluable surgical procedure
21717	empty	hmmm new search bar on #twitter
21718	sadness	my mummy is cooking dinner just for me because I missed out when everybody else ate. I feel &lt;3'd
21719	relief	@HandymanTrainer Actually because of the several updates you have daily, I find them all interesting and informative. Keep posting.
21721	neutral	@sarahtonner are you tweeting while running?
21722	love	@scruffybee welcome to twitter world my friend!
21723	worry	@BevClement I don't think we talk much about Banks these days - not quite as respected as they once were
21725	worry	making Shell join twitter so I have a follower
21726	neutral	@Michael_Phelps hello michael  have a nice day
21727	worry	I hope I'm doing something right. Had an influx of reviews on a 1 year old fan fic telling me they love my style of writing for HP.
21729	happiness	wants to welcome @melizadeleon: back to Plurk again!  http://plurk.com/p/rp5po
21730	neutral	@moniqueconheady say hi to Kimba for me
21732	surprise	@Melorailiana Welcome, you were our 10,000th follower! it's very late CA time but we stayed up to meet you
21733	love	@hypahdorkx3 yeah. xD were so close already! xD i can talk to u about anything!  i love u gurrl. x3
21734	enthusiasm	Great weekend, even though my site is not moved. Plenty other things to do and learn. Keeping the faith and looking to the future
21735	neutral	Jumpstart! WOTD: Jape QQ: Are you comppetitive, overcompetitive or not competitive at all? Write your responses here!
21736	neutral	@ctreit Hmmm, maybe that's what they meant. They eluded to something brand new but you know how the media is
21737	hate	i just had the weirdest dream ever and can't see because owi credo is too brighi. But i hate guys
21738	neutral	I would appreciate it if you would. I am a big Tim Kaul fan ya know
21741	neutral	@windminstrel Work.
21742	neutral	@Melancthe that depends on how many itty-bitty-kitties want to sit on my lap
21743	worry	is obviously getting bored celebrating summer! ) And now listening to music and eating some pizza.
21744	fun	@JONGIRL79 that would be awesome  lol
21745	relief	@Rove1974 If you mention this twitter group to your followers I would be very grateful
21746	happiness	@charley_bum lol *30 minutes slow* in a sec  i was just having fun tearing down old posters and putting up new ones
21747	neutral	i got my period, and i'm not pregnant
21748	happiness	@rowsell will be following you tomorrow!!  sleep well
21749	happiness	awesome lucky you
21750	happiness	Welcome to everyone  Playerstation.it is now live on Twitter. www.playerstation.it
21751	worry	Scrubs tonight (8.00pm). woo!
21752	happiness	@pureelite Thankss  Someone sent me another text this morning saying happy birthday, was from that number I told you about last night LOL
21753	neutral	@bungeespin  caww that sounds good, I hope you're right
21754	worry	@bettytes hey bettiye,  i did see her. stay tuned for videos and blog  hows was obsessed?? i need to get thru exams then imma watch it
21755	surprise	@geemaree Yeah it's a really fascinating paper isn't it? Credit goes to @metaweb20 for the discovery
21756	happiness	@cheergod2002 yeah I can tell ha ha.
21757	happiness	Home Sweet home &lt;3  Going to see Hannah Montana The Movie AGAIN today &lt;3 DDD
21758	relief	Nope, thank God, not on Air...  It's a REAL application, compiled code...
21759	surprise	@eBeth I can hear it now...
21760	neutral	@JennyMalaiAli ... go to that person and click the green arrow *following*, then you'll see *remove*
21761	surprise	@vjkarthik  they r the most random things that my mind can churn..as the Chennai heat gets to me I can assure u these will b more often.
21762	happiness	@Appledoe Mmmm, I had honey mustard chicken w/ rice &amp; veges
21763	fun	Rachel Allens date bars, so easy to make   http://twitpic.com/4jas7
21764	hate	via @uhmmm: Christopher Moore &quot;You Suck&quot; - hmm tja.. sucks
21765	surprise	@FanboyGeekStu That's one of the reasons we thought &quot;Should we have a kid?&quot;  &quot;Nah - let's get a piano instead.&quot;    You poor buggers
21766	happiness	@Jasonalbi Oh yea, my pain went down a little bit from laughing so hard which was good and nice for once.
21767	worry	I hadn't realised how Long it had been since I was last 'tweeting'... Now I'm on here I don't know what to say  x
21768	worry	@zhayrar whoa rad ! coffee makes me stay up all night
21769	neutral	im at school right now
21770	relief	Do me a favour, tell me what you think about me
21771	neutral	@Jacs_Will_Rule don't tweet, just eat!
21772	worry	@TeamCyrus  you`re welcome  how are you?
21773	neutral	Happy Star Wars Day ...  &quot;May the 4th be with you&quot;.... read http://tinyurl.com/axsujx for more ;)
21774	neutral	says somebody n e body please!
21776	love	@SarahAMurdoch YOU LOOKED ABSOLUTELY BEAUTIFUL AND ELEGANT.
21777	neutral	@WKJThD  Thanks for Following
21778	happiness	@texasjackflash thnx 4 the follow
21779	happiness	@4_idiots hahaha! I don't work in a strip club you know  alrighty mister, have YOU done any public may dancing today?
21780	sadness	@paulusveltman Ja  Deze is interessanter - Why text messages are limited to 160 characters - http://tr.im/kpgg
21781	happiness	Great long-weekend so far   Going for a run now - no Judo tonight  Then off to Blue Water for some &quot;Retail Therapy&quot;
21782	happiness	@RealLadyGaga hey.just putting it out there.. you should come to townsville next year..elton john came in '06 n loved it. it was great!!!
21783	neutral	@Tottie Yeah he's also partial to JT and TI Dead and Gone and Pink's Sobre
21784	surprise	@Lord_Kartz I've been studying for a year now  And 5 years in school...
21786	neutral	Quickest way to get a seat to yourself on a London bus currently: pretend to sneeze VERY loudly about 3/4 times
21788	love	@fiercescouting oh really  hopefully it was a good one. I just was trying to get your attention thats all
21789	worry	@Zingtoh Who knows, maybe someday you'll come home and find... *gasp* DINNER in your FRIDGE!
21790	neutral	@NikkiPilkington Mr Tweet I think
21792	worry	@StephanieMxx Yeah, I try 2 chat wif all too. It can b hard to find tweeps online @ the same time sometimes
21795	fun	I've listed lots of new beads on eBay!
21796	happiness	lol simpsons S20E19: &quot;first day at your new school, so lisa: have fun!   and bart:  DON'T!&quot;
21797	fun	going to look in the refrigerator for a taste snack to eat
21798	neutral	studying out of spite. whatever.. Wonderful unforgettable weekend with DC
21802	worry	Another water leak in my appartement. The good side is that I get to meet the girls previous &amp; next floors
21803	relief	bought beer today
21804	sadness	@mobileech Looking for a new SMS sending solution? http://promotion.itagg.com Get ï¿½6 FREE SMS with every iTAGG!
21805	happiness	http://twitpic.com/4jaw9 it's the frog who's been attacking Chelsey..LOL! Funny
21806	sadness	@denvy Oh whoops, my bad
21807	relief	Streamyx is pretty fine here, downloading Heroes and Smallville and also a movie. I'll still call it screwmyx though   // cool http:/ ...
21809	neutral	@TreeFalldesign Yep I know; you can't help but get close to things that you make yourself; it's both a occupational hazard and a benefit
21811	love	@meganandliz Hey guys! can i ask; what item did u guys put up for ur talent show? i am such a BIG fans of both of you! whoo!
21812	worry	LaLaLaLand... why am i liking that song so much?! Anyhoo.... grr I have a cold, but thank goodness though the sore throat has gone!!
21813	happiness	Bom dia! Good Morning! Guten Morgen! I am returning to Twitter!
21814	neutral	@plisdehjkt any ideas, tempat apa yang paling cocok? jupiter seru juga
21816	neutral	@laylaymusic you know you love it   Stat-K
21817	fun	Back from x-men origins . Was surprisingly good
21819	worry	just arrived at @eurodjangocon, on about 150 fellows i can't see a girl!
21820	fun	In a Drill Sergeant's voice: everybody wake the fuck UP!!! *flicks on everyone's lights* it's 500 est rise and shine beetches!! Lol JK
21821	neutral	OO YAY 39 FOLLOWERS I WANT 100  HELP ME
21822	happiness	now we are also on twitter  follow us to know the latest!
21824	neutral	morning, how is everone? sing to me  You tuck me in, Turn out the light, kept me safe and sound at night. (8)
21825	happiness	@tom_howarth hehehehe I will keep silent now
21826	neutral	@munirusman Yes. when I was talking to you...
21827	love	Only 5mins till my baby's back from work
21829	neutral	@muscati nope difference of 5 OMR for C class, anyone notice the flight number for WY's flight for LHR? WY-911
21830	neutral	sarah_marie_711 two weeks will fly by
21831	neutral	Its a real shame that its not nice and sunny outside, it would of been nice to have another BBQ  NVM....
21832	neutral	@pjaficionado I almost said, &quot;and grammer no exist either&quot; grunt.  But I stopped myself
21834	neutral	@DJ71 they are all over one is a fan with a vip and the other one is the winner of the twisted vid  het si weer eens raar gelopen, chaos
21835	happiness	Dump your worries in the Stress Fire. Fun and profoundly freeing  http://budurl.com/c765
21837	love	has her laptop, her spasy phone, her cat, her music on and her mother making her breakfast! Lovage for you is that!
21838	relief	re-reading 6th Harry Potter, did dishes, mended a cushion on the patio sofa, &amp; fixed one of the outdoor barstools. An accomplished Sunday
21840	neutral	@moppet10 Hi Kate  How are you?
21841	neutral	http://twitpic.com/4jax3 - Update Ableton Live
21843	relief	Morning world! back to the office after longgggggggg weekend
21844	neutral	Surf's up this week - starting this afternoon
21845	happiness	@onlyhis2109 i can't wait to see!
21846	love	loves listening to people practising on the piano downstairs
21847	neutral	@CrushStevens music is always there when noone else understands  i agree it's very important, a single song can change your whole day
21848	fun	@kameliamohamad LoL. I don't even know what intezone-football-competition means... Good luck
21849	neutral	@dda Wow, that is good  I'm on Mac too with XP via Parallels if you ever need a tester ;)
21850	fun	@FiiFiiii ahahahaha you love Twilight don't liee!!!  and we all know I love Robert Pattinson!!
21852	happiness	Talking to my best mate and my boyfriend on msn
21854	worry	Where art thou @niokiaquino? I miss you!
21855	worry	Cloudy day in Berlin. Just about right to sit in front of a computer all day
21856	neutral	@indiekuri you tell us
21858	fun	just cos i dont have an ipod touch yet - doesn't mean i can't look at some apps! they're sooo cool.  twittering in school? awesome!
21859	neutral	@ojtibi Hey OJ, I just want to ask, you hooked up with somebody ayt now?
21860	neutral	Hello Bank Holiday Monday  hello revision ï¿½ï¿½
21861	happiness	@xranarawr haha i told you, it's not important
21864	fun	@BrisvegasLukass yes I do! I'll try posting some pics when I can
21865	love	@Lauratheexpat very very cute  and fun to watch.
21866	neutral	@nicolerichie have you watched Persepolis? Broken English is also nice for sundays
21867	happiness	@dduane *waves back* Have a good day
21869	empty	Tired, But glad its a bank holiday
21871	relief	Yay! I finally made sales at the gallery; Really helps when the artists are there
21872	happiness	@cottonandcloud Moooorning! Fancy a coffee?
21873	worry	LaLaLand... why am i liking that song so much?! Anyhoo.... grr I have a cold, but thank goodness though the sore throat has gone!!
21874	enthusiasm	I beat 3 bosses in Castelvania
21875	love	@tomfelton http://twitpic.com/4jam0 - Ohhh, how lovely! I'm glad that you had a great time there.
21876	fun	i guess i'll do both since i cant really decide which one to choose
21879	neutral	@isla_fisher Hey!! How are u??did u got my reply??
21880	happiness	@rosehwang Good Evening Rose ....
21884	neutral	Sneaking out. Going to work for a friend
21885	neutral	Just went through my piggy bank, man there was a hell of a lot of money in there! I can easily live out of just it for the next 2 weeks
21886	neutral	Aww @holloh  i used to do that when i was little, not so much now ;) haa. Lazy shiit.
21887	neutral	loggade visst min 400e cache i lï¿½rdags!
21888	happiness	@MrFloydNL  thankyou very much, you rock!
21889	empty	@rickiep00h  no, you didn't fail.  thanks
21890	enthusiasm	@DustBuny: being today and all, WE'RE GONNA USE THE FORCE to make it happen!
21892	love	6789998212 haha love soulja boys new song
21893	fun	@threalmiarose hey mia!  totally adore your music.  when will your cd be out?
